media,record,scene,translation_rows,used_hangul,common_glyphs,common_glyph_count,new_glyphs,new_glyph_count,glyph_add_bytes,existing_local_slots,existing_dead_slots,newly_freed_slots,glyph_reclaim_bytes,donor_reclaim_bytes,string_reclaim_bytes,appended_glyph_count,appended_glyph_bytes,string_delta_bytes,string_increase_bytes,text_overflow_bytes,internal_slack_bytes,record_growth_bytes,final_headroom,overflow_bytes,row_ids,confidence,scene_pad_budget,scene_total_growth,scene_final_headroom,scene_overflow_bytes
demo,0,2,6,간기난는다데들려면못무방보서성송시어없오완이일임입잘잠전큰확,간기난는다데들려면못무방보서성시어없이일임입잘,23,송오완잠전큰확,7,448,0,0,0,0,0,147,7,448,-147,0,0,0,448,0,0,demo:2:2669172|demo:2:2669336|demo:2:2669792|demo:2:2670184|demo:2:2670600|demo:2:2670904,confirmed_binary_and_builder_logic,1798,1152,646,0
demo,1,2,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1798,1152,646,0
demo,2,2,3,격경국까나낙넘다대로버보산은적지충틴하,까나다대로버보은적지하,11,격경국낙넘산충틴,8,512,0,0,0,0,0,87,8,512,-87,0,0,0,512,0,0,demo:2:5282592|demo:2:5282968|demo:2:5283268,confirmed_binary_and_builder_logic,1798,1152,646,0
demo,3,2,1,녁다엔온저전,다엔저,3,녁온전,3,192,0,0,0,0,0,9,3,192,-9,0,0,0,192,0,0,demo:2:6088416,confirmed_binary_and_builder_logic,1798,1152,646,0
demo,4,2,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1798,1152,646,0
demo,5,6,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1638,0,1638,0
demo,6,7,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,422,0,422,0
demo,7,9,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1894,0,1894,0
demo,8,10,2,가난너다당데러려로막머신왔요원을의이장철,가난다데러려로머왔요원을의이,14,너당막신장철,6,384,0,0,0,0,0,29,6,384,-29,0,0,0,384,0,0,demo:10:17222276|demo:10:17222632,confirmed_binary_and_builder_logic,534,640,0,106
demo,9,10,1,고찬칭하,고하,2,찬칭,2,128,0,0,0,0,0,3,2,128,-3,0,0,0,128,0,0,demo:10:18715640,confirmed_binary_and_builder_logic,534,640,0,106
demo,10,10,2,군는듣름음이처,군는듣음이,5,름처,2,128,0,0,0,0,0,0,2,128,0,0,0,0,128,0,0,demo:10:19637924|demo:10:19638116,confirmed_binary_and_builder_logic,534,640,0,106
demo,11,11,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1302,0,1302,0
demo,12,11,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1302,0,1302,0
demo,13,11,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1302,0,1302,0
demo,14,12,1,것는다로리소우이콜프,것는다로리소우이콜프,10,,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,7,demo:12:22975180,confirmed_binary_and_builder_logic,1669,128,1541,0
demo,15,12,1,기꺼서여이제져,기서여이제,5,꺼져,2,128,0,0,0,0,0,3,2,128,-3,0,0,0,128,0,0,demo:12:31740236,confirmed_binary_and_builder_logic,1669,128,1541,0
demo,16,12,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1669,128,1541,0
demo,17,12,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1669,128,1541,0
demo,18,12,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1669,128,1541,0
demo,19,13,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,150,512,0,362
demo,20,13,2,그래봐,그래봐,3,,0,0,0,0,0,0,0,4,0,0,-4,0,0,0,0,0,0,demo:13:50942544|demo:13:50943988,confirmed_binary_and_builder_logic,150,512,0,362
demo,21,13,5,가게그끝돼면성손에완,가게그면성에,6,끝돼손완,4,256,0,0,0,0,0,112,4,256,-112,0,0,0,256,0,0,demo:13:52282852|demo:13:52283084|demo:13:52284100|demo:13:52284456|demo:13:52284744,confirmed_binary_and_builder_logic,150,512,0,362
demo,22,13,6,가고그기대래럼로발방법보시싫싶어없었와제죽,가고그기대래로방법보시싶어없었와제죽,18,럼발싫,3,192,0,0,0,0,0,105,3,192,-105,1,0,0,192,0,0,demo:13:53378220|demo:13:53378532|demo:13:53379036|demo:13:53379248|demo:13:53379580|demo:13:53379900,confirmed_binary_and_builder_logic,150,512,0,362
demo,23,13,1,나못성없완인해,나못성없인해,6,완,1,64,0,0,0,0,0,22,1,64,-22,0,0,0,64,0,0,demo:13:54391500,confirmed_binary_and_builder_logic,150,512,0,362
demo,24,14,2,다동라북알았이쪽,다라알았이,5,동북쪽,3,192,0,0,0,0,0,3,3,192,-3,0,0,0,192,0,0,demo:14:55185364|demo:14:55185740,confirmed_binary_and_builder_logic,726,192,534,0
demo,25,15,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,549,0,549,0
demo,26,15,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,549,0,549,0
demo,27,15,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,549,0,549,0
demo,28,15,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,549,0,549,0
demo,29,15,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,549,0,549,0
demo,30,17,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,726,0,726,0
demo,31,18,2,가괜군내데려물은이지찮포획,가군내데려물은이지포획,11,괜찮,2,128,0,0,0,0,0,1,2,128,-1,0,0,0,128,0,0,demo:18:80849540|demo:18:80849704,confirmed_binary_and_builder_logic,1350,512,838,0
demo,32,18,2,가게그두렇르마서스씨아음의인죽지키,가게그렇르마서스아음의인죽지키,15,두씨,2,128,0,0,0,0,0,0,2,128,6,6,4,0,128,0,4,demo:18:86384468|demo:18:86384660,confirmed_binary_and_builder_logic,1350,512,838,0
demo,33,18,2,가거건국기내는니다당를리만망명미방쇠아야우의인자줄지하해,가거건기내는니다를리만명미방아야우의인자줄지하해,24,국당망쇠,4,256,0,0,0,0,0,16,4,256,-16,0,0,0,256,0,0,demo:18:89151948|demo:18:89152260,confirmed_binary_and_builder_logic,1350,512,838,0
demo,34,20,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,54,0,54,0
demo,35,21,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,86,0,86,0
demo,36,21,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,86,0,86,0
demo,37,21,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,86,0,86,0
demo,38,22,1,게그다야,게그다야,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,demo:22:96099236,confirmed_binary_and_builder_logic,134,0,134,0
demo,39,22,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,134,0,134,0
demo,40,22,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,134,0,134,0
demo,41,24,7,가기냐는닌다도돌때리무부아앞없엔와왔왜을이임있잖제죽지하,가기는다도돌때리무부아없엔와왔왜을이임있제죽지하,24,냐닌앞잖,4,256,0,0,0,0,0,117,4,256,-117,0,0,0,256,0,0,demo:24:103268132|demo:24:103268476|demo:24:103268816|demo:24:103269184|demo:24:103269560|demo:24:103270016|demo:24:103270144,confirmed_binary_and_builder_logic,549,256,293,0
demo,42,24,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,549,256,293,0
demo,43,24,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,549,256,293,0
demo,44,24,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,549,256,293,0
demo,45,24,1,가돌아,가돌아,3,,0,0,0,0,0,0,0,6,0,0,-6,0,0,0,0,0,0,demo:24:112550088,confirmed_binary_and_builder_logic,549,256,293,0
demo,46,25,5,가고구냐누답대를말못아암어오은좋지해했호,가고대를말못아암어은좋지해호,14,구냐누답오했,6,384,0,0,0,0,0,20,6,384,-20,0,0,0,384,0,0,demo:25:114043204|demo:25:114043408|demo:25:114043636|demo:25:114043848|demo:25:114044060,confirmed_binary_and_builder_logic,1718,448,1270,0
demo,47,25,1,드려엎,드려,2,엎,1,64,0,0,0,0,0,2,1,64,-2,0,0,0,64,0,0,demo:25:115650468,confirmed_binary_and_builder_logic,1718,448,1270,0
demo,48,26,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1813,1344,469,0
demo,49,26,3,명미일,명미일,3,,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,demo:26:119730576|demo:26:119731924|demo:26:119732096,confirmed_binary_and_builder_logic,1813,1344,469,0
demo,50,26,5,고국권그눕동래렸로반버상수쓸야어었옆용으을이인잡적제중지총평해혀,고그래로버상수야어었으을이인잡적제지해,19,국권눕동렸반쓸옆용중총평혀,13,832,0,0,0,0,0,33,13,832,-33,1,0,0,832,0,0,demo:26:120765532|demo:26:120765748|demo:26:120766180|demo:26:120766936|demo:26:120767052,confirmed_binary_and_builder_logic,1813,1344,469,0
demo,51,26,4,가걱건것게경구국그기네도들래마미선야여인정제조줄지차하힘,가건것게그기네도들래마미야여인정제조줄지하,21,걱경구국선차힘,7,448,0,0,0,0,0,35,7,448,-35,3,1,0,448,0,1,demo:26:121556256|demo:26:121556576|demo:26:121556780|demo:26:121557080,confirmed_binary_and_builder_logic,1813,1344,469,0
demo,52,26,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1813,1344,469,0
demo,53,26,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1813,1344,469,0
demo,54,26,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1813,1344,469,0
demo,55,26,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1813,1344,469,0
demo,56,26,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1813,1344,469,0
demo,57,26,1,니아,니아,2,,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,demo:26:127796064,confirmed_binary_and_builder_logic,1813,1344,469,0
demo,58,26,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1813,1344,469,0
demo,59,26,1,말무슨이지,말무슨이지,5,,0,0,0,0,0,0,0,2,0,0,-2,0,0,0,0,0,0,demo:26:130226784,confirmed_binary_and_builder_logic,1813,1344,469,0
demo,60,26,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1813,1344,469,0
demo,61,26,1,군그기는니듣래런서아얘은이좋,군그기는니듣래런서아은이좋,13,얘,1,64,0,0,0,0,0,0,1,64,8,8,5,0,64,0,5,demo:26:132671564,confirmed_binary_and_builder_logic,1813,1344,469,0
demo,62,28,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1190,576,614,0
demo,63,28,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1190,576,614,0
demo,64,28,2,가건고그는들밖발안어에이,가건고그는들밖안어에이,11,발,1,64,0,0,0,0,0,13,1,64,-13,0,0,0,64,0,0,demo:28:138412880|demo:28:138413084,confirmed_binary_and_builder_logic,1190,576,614,0
demo,65,28,4,감건고급기남니든라람로를만무물사수쏘아알야으은이장젠지탄해,건고기니라람로를만무물사수아알야으은이지해,21,감급남든쏘장젠탄,8,512,0,0,0,0,0,35,8,512,-35,0,0,0,512,0,0,demo:28:141255116|demo:28:141255388|demo:28:141255676|demo:28:141255832,confirmed_binary_and_builder_logic,1190,576,614,0
demo,66,28,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1190,576,614,0
demo,67,29,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1942,0,1942,0
demo,68,29,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,1942,0,1942,0
