src,dst,kind,status,error
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v006a_0/data.cnf,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v006a_0/data.cnf,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v006a_0/scenerio.gcx,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v006a_0/scenerio.gcx,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v006a_0_0/data.cnf,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v006a_0_0/data.cnf,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v006a_0_0/scenerio.gcx,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v006a_0_0/scenerio.gcx,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v006b/cache.hpk,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v006b/cache.hpk,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v006b/data.cnf,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v006b/data.cnf,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v006b/scenerio.gcx,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v006b/scenerio.gcx,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v007a/cache.hpk,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v007a/cache.hpk,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v007a/data.cnf,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v007a/data.cnf,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v007a/scenerio.gcx,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v007a/scenerio.gcx,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v007a_0/cache.hpk,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v007a_0/cache.hpk,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v007a_0/data.cnf,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v007a_0/data.cnf,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v007a_0/scenerio.gcx,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v007a_0/scenerio.gcx,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v008a_0/cache.hpk,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v008a_0/cache.hpk,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v008a_0/data.cnf,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v008a_0/data.cnf,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v008a_0/scenerio.gcx,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/stage/v008a_0/scenerio.gcx,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/font.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/font.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/homeNixSign.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/homeNixSign.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/ActionIcon.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/ActionIcon.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/ending_thanks_bottom.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/ending_thanks_bottom.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/ending_thanks_top.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/ending_thanks_top.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/enemy_counter.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/enemy_counter.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/enemy_counter_e.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/enemy_counter_e.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/enemy_counter_f.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/enemy_counter_f.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/enemy_counter_g.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/enemy_counter_g.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/enemy_counter_i.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/enemy_counter_i.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/enemy_counter_j.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/enemy_counter_j.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/enemy_counter_s.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/enemy_counter_s.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/gyro.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/gyro.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/map_icons.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/map_icons.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/PhaseGauge.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/PhaseGauge.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/player_gauge.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/player_gauge.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/TargetSight.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/TargetSight.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/time_counter.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/time_counter.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/time_counter_e.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/time_counter_e.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/time_counter_f.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/time_counter_f.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/time_counter_g.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/time_counter_g.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/time_counter_i.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/time_counter_i.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/time_counter_j.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/time_counter_j.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/time_counter_s.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/time_counter_s.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/title_ESRB-RP_bottom.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/title_ESRB-RP_bottom.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/title_ESRB-RP_top.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/title_ESRB-RP_top.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/title_key_bottom.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/title_key_bottom.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/title_key_top.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/title_key_top.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/title_konami_bottom.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/title_konami_bottom.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/title_konami_top.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/title_konami_top.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/title_MGS_bottom.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/title_MGS_bottom.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/title_MGS_top.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/title_MGS_top.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/scope/anaesthesia.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/scope/anaesthesia.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/scope/camera.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/scope/camera.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/scope/dragunov.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/scope/dragunov.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/scope/gl.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/scope/gl.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/scope/intrude.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/scope/intrude.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/scope/moshinnagan.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/scope/moshinnagan.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/scope/rpg7.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/scope/rpg7.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/scope/scope.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/scope/scope.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/scope/zu23.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/cockpit/scope/zu23.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/1793034.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/1793034.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/1877929.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/1877929.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/1877961.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/1877961.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/1878121.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/1878121.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/1878153.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/1878153.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/3815623.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/3815623.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4026551.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4026551.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4769416.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4769416.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4769448.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4769448.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4769480.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4769480.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4769512.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4769512.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4769513.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4769513.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4769544.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4769544.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4769576.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4769576.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4769608.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4769608.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4770440.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4770440.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4770472.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4770472.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4770504.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4770504.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4770536.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4770536.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4771464.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4771464.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4771496.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4771496.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4771528.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4771528.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4772488.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4772488.la2,FILE,OK,
analysis/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4772520.la2,experiments/global_korean_glyph_poc_2026-08-12/romforge_isolated_full/partition0/romfs/ui/map/4772520.la2,FILE,OK,
