src,dst,kind,status,error
analysis/ps2_korean/codec_gcx/00356_00550900.gcx,experiments/_loose/ps2_korean/codec_gcx/00356_00550900.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00357_00551d00.gcx,experiments/_loose/ps2_korean/codec_gcx/00357_00551d00.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00358_0056cb00.gcx,experiments/_loose/ps2_korean/codec_gcx/00358_0056cb00.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00359_00588130.gcx,experiments/_loose/ps2_korean/codec_gcx/00359_00588130.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00360_00588900.gcx,experiments/_loose/ps2_korean/codec_gcx/00360_00588900.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00361_00589b60.gcx,experiments/_loose/ps2_korean/codec_gcx/00361_00589b60.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00362_0058a900.gcx,experiments/_loose/ps2_korean/codec_gcx/00362_0058a900.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00363_0058b870.gcx,experiments/_loose/ps2_korean/codec_gcx/00363_0058b870.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00364_0058c890.gcx,experiments/_loose/ps2_korean/codec_gcx/00364_0058c890.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00365_0058d6c0.gcx,experiments/_loose/ps2_korean/codec_gcx/00365_0058d6c0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00366_0058e4f0.gcx,experiments/_loose/ps2_korean/codec_gcx/00366_0058e4f0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00367_0058f430.gcx,experiments/_loose/ps2_korean/codec_gcx/00367_0058f430.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00368_005913f0.gcx,experiments/_loose/ps2_korean/codec_gcx/00368_005913f0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00369_00592770.gcx,experiments/_loose/ps2_korean/codec_gcx/00369_00592770.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00370_00593c10.gcx,experiments/_loose/ps2_korean/codec_gcx/00370_00593c10.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00371_00594ed0.gcx,experiments/_loose/ps2_korean/codec_gcx/00371_00594ed0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00372_00595e30.gcx,experiments/_loose/ps2_korean/codec_gcx/00372_00595e30.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00373_00596d80.gcx,experiments/_loose/ps2_korean/codec_gcx/00373_00596d80.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00374_005984a0.gcx,experiments/_loose/ps2_korean/codec_gcx/00374_005984a0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00375_005996e0.gcx,experiments/_loose/ps2_korean/codec_gcx/00375_005996e0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00376_0059a940.gcx,experiments/_loose/ps2_korean/codec_gcx/00376_0059a940.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00377_0059c300.gcx,experiments/_loose/ps2_korean/codec_gcx/00377_0059c300.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00378_0059d1c0.gcx,experiments/_loose/ps2_korean/codec_gcx/00378_0059d1c0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00379_0059e080.gcx,experiments/_loose/ps2_korean/codec_gcx/00379_0059e080.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00380_0059f070.gcx,experiments/_loose/ps2_korean/codec_gcx/00380_0059f070.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00381_005a0050.gcx,experiments/_loose/ps2_korean/codec_gcx/00381_005a0050.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00382_005a1570.gcx,experiments/_loose/ps2_korean/codec_gcx/00382_005a1570.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00383_005a2900.gcx,experiments/_loose/ps2_korean/codec_gcx/00383_005a2900.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00384_005a3f40.gcx,experiments/_loose/ps2_korean/codec_gcx/00384_005a3f40.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00385_005a5270.gcx,experiments/_loose/ps2_korean/codec_gcx/00385_005a5270.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00386_005a6130.gcx,experiments/_loose/ps2_korean/codec_gcx/00386_005a6130.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00387_005a6f50.gcx,experiments/_loose/ps2_korean/codec_gcx/00387_005a6f50.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00388_005a8aa0.gcx,experiments/_loose/ps2_korean/codec_gcx/00388_005a8aa0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00389_005a9b20.gcx,experiments/_loose/ps2_korean/codec_gcx/00389_005a9b20.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00390_005aaeb0.gcx,experiments/_loose/ps2_korean/codec_gcx/00390_005aaeb0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00391_005ac3b0.gcx,experiments/_loose/ps2_korean/codec_gcx/00391_005ac3b0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00392_005ad390.gcx,experiments/_loose/ps2_korean/codec_gcx/00392_005ad390.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00393_005ae400.gcx,experiments/_loose/ps2_korean/codec_gcx/00393_005ae400.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00394_005afbe0.gcx,experiments/_loose/ps2_korean/codec_gcx/00394_005afbe0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00395_005b0d80.gcx,experiments/_loose/ps2_korean/codec_gcx/00395_005b0d80.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00396_005b2180.gcx,experiments/_loose/ps2_korean/codec_gcx/00396_005b2180.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00397_005b3380.gcx,experiments/_loose/ps2_korean/codec_gcx/00397_005b3380.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00398_005b4370.gcx,experiments/_loose/ps2_korean/codec_gcx/00398_005b4370.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00399_005b5350.gcx,experiments/_loose/ps2_korean/codec_gcx/00399_005b5350.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00400_005b6860.gcx,experiments/_loose/ps2_korean/codec_gcx/00400_005b6860.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00401_005b7b50.gcx,experiments/_loose/ps2_korean/codec_gcx/00401_005b7b50.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00402_005b9420.gcx,experiments/_loose/ps2_korean/codec_gcx/00402_005b9420.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00403_005ba250.gcx,experiments/_loose/ps2_korean/codec_gcx/00403_005ba250.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00404_005bb120.gcx,experiments/_loose/ps2_korean/codec_gcx/00404_005bb120.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00405_005bcf40.gcx,experiments/_loose/ps2_korean/codec_gcx/00405_005bcf40.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00406_005be610.gcx,experiments/_loose/ps2_korean/codec_gcx/00406_005be610.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00407_005bf720.gcx,experiments/_loose/ps2_korean/codec_gcx/00407_005bf720.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00408_005c0790.gcx,experiments/_loose/ps2_korean/codec_gcx/00408_005c0790.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00409_005c22c0.gcx,experiments/_loose/ps2_korean/codec_gcx/00409_005c22c0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00410_005c3b10.gcx,experiments/_loose/ps2_korean/codec_gcx/00410_005c3b10.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00411_005c4c20.gcx,experiments/_loose/ps2_korean/codec_gcx/00411_005c4c20.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00412_005c5d20.gcx,experiments/_loose/ps2_korean/codec_gcx/00412_005c5d20.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00413_005c78b0.gcx,experiments/_loose/ps2_korean/codec_gcx/00413_005c78b0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00414_005c8790.gcx,experiments/_loose/ps2_korean/codec_gcx/00414_005c8790.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00415_005ca120.gcx,experiments/_loose/ps2_korean/codec_gcx/00415_005ca120.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00416_005cb020.gcx,experiments/_loose/ps2_korean/codec_gcx/00416_005cb020.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00417_005cc660.gcx,experiments/_loose/ps2_korean/codec_gcx/00417_005cc660.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00418_005cd660.gcx,experiments/_loose/ps2_korean/codec_gcx/00418_005cd660.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00419_005ce5b0.gcx,experiments/_loose/ps2_korean/codec_gcx/00419_005ce5b0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00420_005d0570.gcx,experiments/_loose/ps2_korean/codec_gcx/00420_005d0570.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00421_005d1710.gcx,experiments/_loose/ps2_korean/codec_gcx/00421_005d1710.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00422_005d2a40.gcx,experiments/_loose/ps2_korean/codec_gcx/00422_005d2a40.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00423_005d3a40.gcx,experiments/_loose/ps2_korean/codec_gcx/00423_005d3a40.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00424_005d4a20.gcx,experiments/_loose/ps2_korean/codec_gcx/00424_005d4a20.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00425_005d6100.gcx,experiments/_loose/ps2_korean/codec_gcx/00425_005d6100.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00426_005d6fd0.gcx,experiments/_loose/ps2_korean/codec_gcx/00426_005d6fd0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00427_005d8240.gcx,experiments/_loose/ps2_korean/codec_gcx/00427_005d8240.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00428_005d9110.gcx,experiments/_loose/ps2_korean/codec_gcx/00428_005d9110.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00429_005d9fd0.gcx,experiments/_loose/ps2_korean/codec_gcx/00429_005d9fd0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00430_005dbe80.gcx,experiments/_loose/ps2_korean/codec_gcx/00430_005dbe80.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00431_005dce80.gcx,experiments/_loose/ps2_korean/codec_gcx/00431_005dce80.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00432_005de040.gcx,experiments/_loose/ps2_korean/codec_gcx/00432_005de040.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00433_005df150.gcx,experiments/_loose/ps2_korean/codec_gcx/00433_005df150.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00434_005e01b0.gcx,experiments/_loose/ps2_korean/codec_gcx/00434_005e01b0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00435_005e1640.gcx,experiments/_loose/ps2_korean/codec_gcx/00435_005e1640.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00436_005e25b0.gcx,experiments/_loose/ps2_korean/codec_gcx/00436_005e25b0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00437_005e3e00.gcx,experiments/_loose/ps2_korean/codec_gcx/00437_005e3e00.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00438_005e56a0.gcx,experiments/_loose/ps2_korean/codec_gcx/00438_005e56a0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00439_005e8960.gcx,experiments/_loose/ps2_korean/codec_gcx/00439_005e8960.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00440_005ec6f0.gcx,experiments/_loose/ps2_korean/codec_gcx/00440_005ec6f0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00441_005ee7b0.gcx,experiments/_loose/ps2_korean/codec_gcx/00441_005ee7b0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00442_005f0c80.gcx,experiments/_loose/ps2_korean/codec_gcx/00442_005f0c80.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00443_005f3fd0.gcx,experiments/_loose/ps2_korean/codec_gcx/00443_005f3fd0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00444_005f6960.gcx,experiments/_loose/ps2_korean/codec_gcx/00444_005f6960.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00445_005f9070.gcx,experiments/_loose/ps2_korean/codec_gcx/00445_005f9070.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00446_00622850.gcx,experiments/_loose/ps2_korean/codec_gcx/00446_00622850.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00447_0064c6a0.gcx,experiments/_loose/ps2_korean/codec_gcx/00447_0064c6a0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00448_0064da00.gcx,experiments/_loose/ps2_korean/codec_gcx/00448_0064da00.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00449_0064f420.gcx,experiments/_loose/ps2_korean/codec_gcx/00449_0064f420.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00450_006508a0.gcx,experiments/_loose/ps2_korean/codec_gcx/00450_006508a0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00451_00651fa0.gcx,experiments/_loose/ps2_korean/codec_gcx/00451_00651fa0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00452_006532c0.gcx,experiments/_loose/ps2_korean/codec_gcx/00452_006532c0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00453_00654970.gcx,experiments/_loose/ps2_korean/codec_gcx/00453_00654970.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00454_00656b00.gcx,experiments/_loose/ps2_korean/codec_gcx/00454_00656b00.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00455_00658470.gcx,experiments/_loose/ps2_korean/codec_gcx/00455_00658470.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00456_0065a700.gcx,experiments/_loose/ps2_korean/codec_gcx/00456_0065a700.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00457_0065c100.gcx,experiments/_loose/ps2_korean/codec_gcx/00457_0065c100.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00458_0065e1e0.gcx,experiments/_loose/ps2_korean/codec_gcx/00458_0065e1e0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00459_0065fb70.gcx,experiments/_loose/ps2_korean/codec_gcx/00459_0065fb70.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00460_00661be0.gcx,experiments/_loose/ps2_korean/codec_gcx/00460_00661be0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00461_00663fb0.gcx,experiments/_loose/ps2_korean/codec_gcx/00461_00663fb0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00462_00665310.gcx,experiments/_loose/ps2_korean/codec_gcx/00462_00665310.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00463_00666870.gcx,experiments/_loose/ps2_korean/codec_gcx/00463_00666870.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00464_00667a50.gcx,experiments/_loose/ps2_korean/codec_gcx/00464_00667a50.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00465_006696d0.gcx,experiments/_loose/ps2_korean/codec_gcx/00465_006696d0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00466_0066a740.gcx,experiments/_loose/ps2_korean/codec_gcx/00466_0066a740.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00467_0066c980.gcx,experiments/_loose/ps2_korean/codec_gcx/00467_0066c980.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00468_0066e760.gcx,experiments/_loose/ps2_korean/codec_gcx/00468_0066e760.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00469_00670b00.gcx,experiments/_loose/ps2_korean/codec_gcx/00469_00670b00.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00470_00672220.gcx,experiments/_loose/ps2_korean/codec_gcx/00470_00672220.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00471_00674680.gcx,experiments/_loose/ps2_korean/codec_gcx/00471_00674680.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00472_00676fc0.gcx,experiments/_loose/ps2_korean/codec_gcx/00472_00676fc0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00473_00679900.gcx,experiments/_loose/ps2_korean/codec_gcx/00473_00679900.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00474_0067b270.gcx,experiments/_loose/ps2_korean/codec_gcx/00474_0067b270.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00475_0067c1b0.gcx,experiments/_loose/ps2_korean/codec_gcx/00475_0067c1b0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00476_0067e300.gcx,experiments/_loose/ps2_korean/codec_gcx/00476_0067e300.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00477_0067f5d0.gcx,experiments/_loose/ps2_korean/codec_gcx/00477_0067f5d0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00478_006807a0.gcx,experiments/_loose/ps2_korean/codec_gcx/00478_006807a0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00479_00681c20.gcx,experiments/_loose/ps2_korean/codec_gcx/00479_00681c20.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00480_00683e70.gcx,experiments/_loose/ps2_korean/codec_gcx/00480_00683e70.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00481_00684f70.gcx,experiments/_loose/ps2_korean/codec_gcx/00481_00684f70.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00482_006861a0.gcx,experiments/_loose/ps2_korean/codec_gcx/00482_006861a0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00483_00687f40.gcx,experiments/_loose/ps2_korean/codec_gcx/00483_00687f40.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00484_00689b20.gcx,experiments/_loose/ps2_korean/codec_gcx/00484_00689b20.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00485_0068b820.gcx,experiments/_loose/ps2_korean/codec_gcx/00485_0068b820.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00486_0068d370.gcx,experiments/_loose/ps2_korean/codec_gcx/00486_0068d370.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00487_0068ea00.gcx,experiments/_loose/ps2_korean/codec_gcx/00487_0068ea00.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00488_00690460.gcx,experiments/_loose/ps2_korean/codec_gcx/00488_00690460.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00489_00691cd0.gcx,experiments/_loose/ps2_korean/codec_gcx/00489_00691cd0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00490_00692d60.gcx,experiments/_loose/ps2_korean/codec_gcx/00490_00692d60.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00491_00693f40.gcx,experiments/_loose/ps2_korean/codec_gcx/00491_00693f40.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00492_00695360.gcx,experiments/_loose/ps2_korean/codec_gcx/00492_00695360.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00493_006985c0.gcx,experiments/_loose/ps2_korean/codec_gcx/00493_006985c0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00494_0069d130.gcx,experiments/_loose/ps2_korean/codec_gcx/00494_0069d130.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00495_0069f1a0.gcx,experiments/_loose/ps2_korean/codec_gcx/00495_0069f1a0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00496_006a06e0.gcx,experiments/_loose/ps2_korean/codec_gcx/00496_006a06e0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00497_006a3840.gcx,experiments/_loose/ps2_korean/codec_gcx/00497_006a3840.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00498_006a5a00.gcx,experiments/_loose/ps2_korean/codec_gcx/00498_006a5a00.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00499_006a7100.gcx,experiments/_loose/ps2_korean/codec_gcx/00499_006a7100.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00500_006a9810.gcx,experiments/_loose/ps2_korean/codec_gcx/00500_006a9810.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00501_006ab8e0.gcx,experiments/_loose/ps2_korean/codec_gcx/00501_006ab8e0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00502_006ac840.gcx,experiments/_loose/ps2_korean/codec_gcx/00502_006ac840.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00503_006ae000.gcx,experiments/_loose/ps2_korean/codec_gcx/00503_006ae000.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00504_006b02d0.gcx,experiments/_loose/ps2_korean/codec_gcx/00504_006b02d0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00505_006b12f0.gcx,experiments/_loose/ps2_korean/codec_gcx/00505_006b12f0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00506_006b2470.gcx,experiments/_loose/ps2_korean/codec_gcx/00506_006b2470.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00507_006b4d50.gcx,experiments/_loose/ps2_korean/codec_gcx/00507_006b4d50.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00508_006b69e0.gcx,experiments/_loose/ps2_korean/codec_gcx/00508_006b69e0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00509_006b7ea0.gcx,experiments/_loose/ps2_korean/codec_gcx/00509_006b7ea0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00510_006b93b0.gcx,experiments/_loose/ps2_korean/codec_gcx/00510_006b93b0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00511_006ba350.gcx,experiments/_loose/ps2_korean/codec_gcx/00511_006ba350.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00512_006bbce0.gcx,experiments/_loose/ps2_korean/codec_gcx/00512_006bbce0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00513_006bdc30.gcx,experiments/_loose/ps2_korean/codec_gcx/00513_006bdc30.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00514_006bfa30.gcx,experiments/_loose/ps2_korean/codec_gcx/00514_006bfa30.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00515_006c0ad0.gcx,experiments/_loose/ps2_korean/codec_gcx/00515_006c0ad0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00516_006c1da0.gcx,experiments/_loose/ps2_korean/codec_gcx/00516_006c1da0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00517_006c2d80.gcx,experiments/_loose/ps2_korean/codec_gcx/00517_006c2d80.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00518_006c4120.gcx,experiments/_loose/ps2_korean/codec_gcx/00518_006c4120.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00519_006c5490.gcx,experiments/_loose/ps2_korean/codec_gcx/00519_006c5490.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00520_006c69b0.gcx,experiments/_loose/ps2_korean/codec_gcx/00520_006c69b0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00521_006c7c00.gcx,experiments/_loose/ps2_korean/codec_gcx/00521_006c7c00.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00522_006c9710.gcx,experiments/_loose/ps2_korean/codec_gcx/00522_006c9710.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00523_006caac0.gcx,experiments/_loose/ps2_korean/codec_gcx/00523_006caac0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00524_006cbaa0.gcx,experiments/_loose/ps2_korean/codec_gcx/00524_006cbaa0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00525_006cd750.gcx,experiments/_loose/ps2_korean/codec_gcx/00525_006cd750.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00526_006cf330.gcx,experiments/_loose/ps2_korean/codec_gcx/00526_006cf330.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00527_006d0310.gcx,experiments/_loose/ps2_korean/codec_gcx/00527_006d0310.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00528_006d1d10.gcx,experiments/_loose/ps2_korean/codec_gcx/00528_006d1d10.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00529_006d2f50.gcx,experiments/_loose/ps2_korean/codec_gcx/00529_006d2f50.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00530_006d3df0.gcx,experiments/_loose/ps2_korean/codec_gcx/00530_006d3df0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00531_006d68c0.gcx,experiments/_loose/ps2_korean/codec_gcx/00531_006d68c0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00532_006d82c0.gcx,experiments/_loose/ps2_korean/codec_gcx/00532_006d82c0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00533_006d9a30.gcx,experiments/_loose/ps2_korean/codec_gcx/00533_006d9a30.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00534_006dc710.gcx,experiments/_loose/ps2_korean/codec_gcx/00534_006dc710.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00535_006ddf80.gcx,experiments/_loose/ps2_korean/codec_gcx/00535_006ddf80.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00536_006dfcb0.gcx,experiments/_loose/ps2_korean/codec_gcx/00536_006dfcb0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00537_006e10d0.gcx,experiments/_loose/ps2_korean/codec_gcx/00537_006e10d0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00538_006e2350.gcx,experiments/_loose/ps2_korean/codec_gcx/00538_006e2350.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00539_006e36c0.gcx,experiments/_loose/ps2_korean/codec_gcx/00539_006e36c0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00540_006e4910.gcx,experiments/_loose/ps2_korean/codec_gcx/00540_006e4910.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00541_006e6720.gcx,experiments/_loose/ps2_korean/codec_gcx/00541_006e6720.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00542_006e84b0.gcx,experiments/_loose/ps2_korean/codec_gcx/00542_006e84b0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00543_006e9350.gcx,experiments/_loose/ps2_korean/codec_gcx/00543_006e9350.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00544_006ea200.gcx,experiments/_loose/ps2_korean/codec_gcx/00544_006ea200.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00545_006ec1c0.gcx,experiments/_loose/ps2_korean/codec_gcx/00545_006ec1c0.gcx,FILE,OK,
analysis/ps2_korean/codec_gcx/00546_006ed3f0.gcx,experiments/_loose/ps2_korean/codec_gcx/00546_006ed3f0.gcx,FILE,OK,
